76 80 137 129 ~ start 
76 82 -164 -159
70 82 -155 -143
79 80 -133 -140
78 86 -114 -134
77 79 -104 -111
67 84 -97 -96
77 80 -82 -81
-39 -5 -64 -71
-311 -284 -62 -68
-466 -454 -60 -67
-568 -567 -50 -49
-584 -603 -46 -42
-477 -520 -42 -42
-384 -411 -34 -28
-300 -322 -31 -36
-151 -199 -26 -46
54 36 -21 -28
93 94 -28 -13
92 87 -25 -19
75 89 -13 -12
75 84 -17 -23
82 87 -21 -36
81 91 -13 -10
90 90 -12 -4
77 92 -10 -10
74 82 -17 -2
85 83 -16 -18
79 89 -5 -30
88 85 -6 -4
82 85 -17 -12
73 79 -11 -8
83 78 -8 7
77 13 -3 -14
83 -168 10 -3
71 -221 48 57
-78 -255 78 63
-206 -264 78 85
-237 -245 55 76
-250 -29 46 42
-265 95 61 47
-182 89 65 65
43 84 64 65 ~ beginhp 
88 90 63 71
95 92 51 64
96 88 -14 -16
80 86 -66 -79
83 82 -115 -115
83 84 -136 -135
83 81 -143 -137
91 83 -158 -136
71 85 -160 -160
72 79 -171 -188
75 87 -200 -205
74 88 -222 -206
80 66 -246 -222
64 -166 -258 -224
71 -429 -261 -249
-13 -516 -259 -250
-305 -577 -256 -263
-478 -517 -260 -276
-575 -456 -266 -263
-573 -442 -265 -261
-487 -382 -270 -263
-455 -402 -266 -241
-414 -442 -265 -256
-391 -384 -266 -242
-451 -383 -264 -263
-456 -362 -265 -258
-410 -275 -259 -265
-399 -15 -255 -268
-342 99 -250 -272
-317 96 -249 -269
-357 95 -250 -264
-339 89 -253 -265
-147 92 -255 -256
110 92 -254 -256
98 91 -249 -248
95 91 -244 -247
93 91 -239 -243
93 91 -236 -240
91 16 -234 -234
82 -260 -231 -236
81 -420 -229 -235
77 -464 -226 -230
72 -477 -222 -231
72 -445 -216 -218
72 -413 -212 -212
75 -396 -210 -211
-1 -396 -207 -219
-263 -424 -202 -222
-405 -387 -204 -238
-459 -344 -204 -228
-463 -351 -198 -207
-423 -347 -198 -191
-373 -332 -192 -193
-330 -303 -183 -208 
-327 -268 -171 -174
-367 -294 -159 -147
-378 -290 -152 -147
-360 -270 -141 -145
-358 -309 -135 -109
-336 -285 -121 -132
-320 -78 -108 -137
-308 124 -101 -109
-294 111 -100 -107
-330 114 -93 -118
-301 109 -87 -102
-134 104 -81 -73
94 105 -75 -70
99 101 -73 -86
95 98 -67 -56
96 99 -58 -59
100 99 -48 -73
103 45 -45 -54
103 -130 -45 -61
100 -205 -46 -35
93 -321 -42 -58
85 -354 -37 -10
82 -287 -32 -43
82 -229 -34 -15
85 -196 -25 -22
93 -36 41 18 ~ endhp 
94 120 122 115
89 101 126 119
-15 102 132 148
-235 110 134 134
-311 110 130 161
-270 100 127 129
-233 93 128 133
-15 95 133 145
114 103 138 154
111 111 140 122
105 110 110 94
96 108 78 81
90 102 70 72
88 100 79 66
87 99 83 100
93 102 80 85
102 105 78 65
101 104 67 89
94 100 67 78
89 99 70 66
92 98 72 83
101 97 73 61
110 96 72 47
111 95 77 65
106 93 67 63 ~ beginspeedcontrol
106 95 68 41
106 95 71 52
104 95 73 79
103 97 67 83
100 98 63 61
90 100 61 44
83 97 64 74
80 101 67 103
83 104 64 100
80 103 62 68
77 103 60 54
80 101 66 75
20 52 68 91
-59 -40 67 86
-81 -82 69 75
-116 -124 66 58
-142 -154 65 44
-20 -44 67 51
93 117 70 66
88 103 67 71
88 100 66 72
88 100 65 63
86 100 64 54
84 99 67 49
88 99 70 44
87 99 74 41
87 97 74 47
88 97 74 55
85 96 68 62
85 93 65 70
85 93 64 72
84 95 62 74
86 95 59 67
83 95 60 61
81 97 60 67
81 97 64 70
40 70 65 65
-56 -35 66 65
-95 -89 66 62
-88 -125 63 58
41 -151 64 65
85 -159 61 68
91 -101 59 71
90 63 61 70
84 107 60 70
87 102 63 65
88 100 66 67
92 97 67 59
95 95 67 62
98 93 64 64
99 94 60 65
99 95 57 69
96 94 56 67
96 93 59 68
96 92 62 64
94 91 66 63
94 89 69 64
92 86 69 61
89 85 65 65
-4 89 63 66
-109 89 59 66
-138 91 60 61
-163 88 64 54
-177 89 69 48
-17 90 72 41
90 90 70 49
88 91 66 51
87 93 63 59
89 94 60 62
90 94 60 55
93 94 64 53
97 92 67 48
97 90 69 49
97 88 65 58
94 87 59 65
91 87 55 73
89 86 52 66
85 86 56 65
81 85 60 63
79 90 64 64
77 89 63 76
79 -36 59 74
83 -198 54 76
85 -214 54 67
89 -168 61 67
91 -170 71 52
18 7 71 54
-87 96 67 60
-116 90 60 59
-150 85 55 50
-171 86 59 50
-35 89 68 44
85 93 71 53   
82 95 63 59
83 91 53 69
87 91 48 68
88 89 53 69
92 89 60 67
93 87 68 65
93 87 65 69
93 85 60 65
86 84 58 66
81 85 60 56
76 90 68 54
76 91 68 41
81 90 64 52
85 86 56 56
86 86 50 63
91 84 51 64
89 85 62 57
92 84 63 66
83 86 59 71
75 89 55 70
76 88 54 54
80 88 66 63
82 89 70 43
87 86 62 52
91 81 58 52
92 81 52 70
85 87 52 55
74 89 60 64
73 88 61 66
84 84 60 71
85 84 54 65
85 81 62 56
88 82 68 49
91 87 60 39
76 85 62 56
73 85 51 63
81 84 52 56
84 85 57 77 
86 80 65 56
88 83 59 70
83 88 59 52
72 85 59 71
78 85 62 29
82 80 66 65
80 80 53 46
88 83 52 86
88 87 51 58
71 83 63 75
76 86 64 39
81 79 62 74
82 82 49 37
89 86 62 71
81 85 58 35
69 82 55 85
79 80 52 53
78 77 53 75
86 86 65 50
87 82 60 53
73 80 61 44
77 80 47 58
80 78 58 70
80 88 55 48
88 80 58 69
71 83 57 53
75 78 56 58
81 80 66 47
83 87 55 50
87 79 53 62
69 82 51 61
78 75 61 69
76 82 66 63
84 81 53 46
80 80 57 47
69 80 56 53
80 80 54 60
77 83 58 61
87 79 54 62
73 80 60 50
77 77 60 46
79 83 52 57
85 77 51 60
77 81 57 56 ~ startbrakes
72 76 56 58
79 81 58 53
80 77 56 50
80 80 72 85
84 94 158 191	 
187 169 257 308
288 262 317 391
343 331 353 417
371 378 370 429
410 412 381 452
436 427 390 452
438 405 393 449
438 399 390 442
424 403 393 438
415 392 393 440 ~ startabs
415 399 409 448
385 408 409 444
198 366 418 457
104 274 415 449
87 196 411 448  ~ lfreduction
59 151 398 439
55 129 390 441
133 167 417 445
265 255 407 437
347 336 416 462
371 246 420 452 ~ lfrecovery
320 103 425 468
258 89 419 456   
199 81 416 445
154 76 422 441
169 90 401 417
250 196 431 454
336 304 408 421
388 373 425 454
424 413 338 446
450 445 207 446
457 443 149 405
419 431 121 382
401 440 130 372
405 420 221 376
402 424 337 418
410 421 356 423
426 453 392 458
469 481 377 388
478 484 404 228
479 456 371 109
432 441 362 72	
409 453 353 74
413 441 357 186
410 416 400 387
424 439 393 440
442 451 426 468
469 464 414 473
477 489 410 482
468 466 414 486
456 418 407 466
432 436 405 463
427 453 407 463
425 442 414 476
433 438 431 472
447 464 420 486
470 491 422 490
463 464 433 482
464 436 412 465
430 398 393 463
455 480 410 462
415 437 413 463
440 436 402 455
453 468 418 487
426 420 431 499
470 467 418 492
483 504 401 441
416 429 414 454
430 399 399 486
462 437 427 497
469 494 443 565
456 472 488 589
470 441 512 555
509 470 510 582
575 515 531 625 ~ endtest
